f,ax,ay,az,mx,my,mz,gx,gy,gz,t,p,h
6511,-0.66,1.53,10.30,9.17,-30.17,20.83,78.00,246.00,-139.00,34.90,101259,-1.09
6535,-0.61,1.80,10.04,9.33,-29.50,21.00,165.00,45.00,-131.00,34.90,101249,-0.20
6558,-0.66,2.24,9.73,9.67,-28.83,20.67,226.00,26.00,-163.00,34.90,101262,-1.36
6593,-1.53,0.66,10.21,9.33,-29.00,21.83,232.00,311.00,-223.00,34.90,101255,-0.73
6616,-0.66,1.36,9.82,9.33,-29.00,21.17,191.00,308.00,-211.00,34.90,101255,-0.73
6639,-1.62,1.31,9.73,8.17,-28.67,21.17,28.00,743.00,-83.00,34.90,101249,-0.20
6663,-1.67,1.67,9.82,8.17,-28.50,21.67,65.00,634.00,32.00,34.90,101265,-1.63
6685,-1.88,2.28,9.69,7.17,-28.50,22.17,130.00,519.00,-102.00,34.90,101242,0.43
6709,-2.15,2.10,9.69,6.83,-28.17,22.00,237.00,344.00,-393.00,34.90,101255,-0.73
6735,-1.71,1.18,9.77,7.17,-28.17,22.33,361.00,238.00,-389.00,34.90,101262,-1.36
6758,-1.75,1.45,9.82,7.00,-27.00,22.17,529.00,-184.00,-291.00,34.90,101262,-1.36
6781,-1.36,1.49,9.82,8.17,-26.00,21.67,767.00,-813.00,-251.00,34.90,101239,0.70
6805,-1.05,2.37,9.82,8.50,-25.17,22.00,850.00,-962.00,-250.00,34.90,101259,-1.09
6828,-0.31,3.20,9.86,9.00,-24.33,22.33,676.00,-318.00,-337.00,34.90,101252,-0.47
6851,-1.62,2.98,9.34,9.83,-23.33,22.67,579.00,-70.00,-222.00,34.90,101242,0.43
6874,-1.93,2.80,9.03,10.17,-23.17,22.33,587.00,-267.00,-10.00,34.90,101265,-1.63
6901,-1.40,2.67,9.51,9.67,-22.17,22.50,385.00,-93.00,67.00,34.90,101259,-1.09
6924,-0.39,2.94,9.07,10.33,-21.83,22.33,333.00,-103.00,-29.00,34.90,101249,-0.20
6947,-0.88,2.45,9.07,10.17,-21.50,22.67,214.00,163.00,-114.00,34.90,101246,0.07
6970,-1.45,3.29,8.90,9.67,-21.67,22.33,118.00,-23.00,-83.00,34.90,101252,-0.47
6993,-1.45,3.37,8.77,9.83,-21.50,22.50,-5.00,-52.00,-44.00,34.90,101265,-1.63
7016,-1.53,2.98,8.68,9.83,-21.67,22.17,-272.00,-65.00,48.00,34.90,101255,-0.73
7044,-1.67,2.63,8.77,10.00,-22.33,23.00,-467.00,-70.00,164.00,34.90,101259,-1.09
7066,-1.31,2.45,9.16,9.50,-23.33,22.50,-637.00,-71.00,254.00,34.90,101265,-1.63
7090,-0.48,3.11,9.64,9.83,-24.17,22.17,-669.00,-70.00,141.00,34.90,101262,-1.36
7112,-0.57,2.37,9.95,9.83,-25.33,22.00,-609.00,-198.00,50.00,34.90,101272,-2.26
7136,-0.88,2.06,9.69,9.67,-26.50,21.50,-644.00,-192.00,102.00,34.90,101252,-0.47
7159,-0.70,1.53,9.69,10.17,-26.67,22.17,-662.00,-177.00,55.00,34.90,101252,-0.47
7186,-0.70,1.80,9.95,10.67,-26.83,21.50,-663.00,-228.00,12.00,34.90,101249,-0.20
7208,-1.18,1.84,9.86,10.17,-28.00,21.17,-643.00,-66.00,75.00,34.90,101269,-1.99
7232,-1.23,1.58,10.26,10.00,-29.33,21.17,-614.00,-15.00,141.00,34.90,101249,-0.20
7256,-0.57,2.19,11.09,9.67,-29.33,20.83,-578.00,-116.00,18.00,34.90,101259,-1.09
7278,-1.01,1.58,10.12,10.50,-30.00,20.83,-498.00,-162.00,1.00,34.90,101246,0.07
7302,-1.31,1.18,9.99,10.00,-30.17,20.83,-417.00,-192.00,213.00,34.90,101249,-0.20
7324,-1.05,1.23,10.87,10.67,-31.50,20.33,-269.00,-240.00,231.00,34.90,101252,-0.47
7352,0.00,0.53,10.04,10.83,-31.00,20.00,-11.00,-345.00,-44.00,34.90,101265,-1.63
7374,-0.57,0.48,9.86,10.67,-31.17,20.50,35.00,-111.00,-27.00,34.90,101265,-1.63
7398,-0.53,0.70,9.64,10.83,-30.83,20.50,32.00,74.00,33.00,34.90,101249,-0.20
7420,-0.66,0.70,9.77,10.50,-31.00,20.50,9.00,178.00,77.00,34.90,101242,0.43
7444,-0.57,0.66,9.77,10.17,-31.00,20.00,4.00,25.00,22.00,34.90,101255,-0.73
7479,-0.75,0.48,9.64,10.83,-30.67,20.33,-27.00,-49.00,-233.00,34.90,101255,-0.73
7508,-1.80,-0.26,9.42,10.00,-31.50,20.50,-460.00,733.00,233.00,34.90,101255,-0.73
7532,-0.53,2.02,11.31,9.17,-32.17,20.00,-212.00,52.00,79.00,34.90,101252,-0.47
7555,-0.96,0.70,9.91,9.33,-32.00,19.83,9.00,29.00,-105.00,34.90,101252,-0.47
7578,-0.88,0.88,9.82,9.33,-31.67,20.33,32.00,-7.00,-57.00,34.90,101262,-1.36
7601,-1.14,-0.04,9.82,9.33,-31.17,20.00,-12.00,86.00,46.00,34.90,101249,-0.20
7624,-1.23,-0.18,10.12,9.67,-32.00,19.83,42.00,-53.00,30.00,34.90,101252,-0.47
7651,-0.96,0.44,9.99,10.17,-31.50,20.00,112.00,-420.00,-57.00,34.90,101255,-0.73
7673,-0.61,1.36,9.60,9.83,-31.83,20.83,100.00,-507.00,-97.00,34.90,101265,-1.63
7697,-0.04,0.31,9.64,10.00,-31.83,20.50,-50.00,19.00,44.00,34.90,101262,-1.36
7720,-0.53,0.83,9.77,9.83,-31.50,20.33,26.00,-147.00,172.00,34.80,101249,-0.20
7743,-0.79,1.45,9.99,9.67,-32.00,20.00,152.00,70.00,76.00,34.90,101259,-1.09
7766,-1.45,0.61,9.95,9.83,-30.83,20.17,90.00,14.00,109.00,34.90,101255,-0.73
7789,-0.75,0.66,9.91,10.33,-31.67,19.67,60.00,-214.00,120.00,34.90,101255,-0.73
7824,-0.44,-0.13,10.87,11.00,-31.00,18.83,78.00,-1227.00,-226.00,34.90,101265,-1.63
7847,0.75,0.53,9.77,12.17,-32.00,19.50,-244.00,-1070.00,-123.00,34.90,101255,-0.73
7871,0.70,1.23,9.34,13.00,-32.00,18.83,-267.00,-754.00,168.00,34.90,101265,-1.63
7894,1.40,0.35,7.80,13.00,-31.67,19.17,-147.00,-371.00,102.00,34.90,101252,-0.47
7917,-0.53,1.88,8.63,12.33,-31.50,19.00,452.00,637.00,-222.00,34.90,101265,-1.63
7940,-0.66,0.39,11.88,12.33,-31.50,19.33,123.00,-131.00,-217.00,34.90,101259,-1.09
7967,0.00,-0.04,10.56,13.33,-31.33,19.33,-143.00,-519.00,-98.00,34.90,101255,-0.73
7990,0.96,0.39,9.60,12.83,-32.00,18.83,-421.00,-603.00,-41.00,34.90,101255,-0.73
8013,0.39,0.44,8.24,13.33,-32.00,18.33,-254.00,-41.00,-88.00,34.90,101265,-1.63
8037,1.27,0.22,7.14,13.67,-31.83,19.33,280.00,973.00,-354.00,34.90,101262,-1.36
8059,0.39,0.57,8.85,12.17,-31.17,19.50,694.00,1345.00,-313.00,34.90,101255,-0.73
8083,-0.04,-0.09,12.01,11.00,-31.17,20.00,287.00,675.00,94.00,34.90,101262,-1.36
8110,-0.66,0.22,10.21,10.33,-31.17,20.00,40.00,805.00,8.00,34.90,101259,-1.09
8133,-1.01,0.61,10.17,10.00,-31.17,20.33,4.00,705.00,-47.00,34.90,101255,-0.73
8156,-1.45,0.70,10.56,9.00,-31.17,20.83,17.00,613.00,-27.00,34.90,101268,-1.90
8179,-1.58,0.22,9.69,8.17,-31.00,21.17,71.00,440.00,4.00,34.90,101262,-1.36
8202,-1.31,0.48,9.73,8.67,-31.33,20.67,62.00,455.00,-1.00,34.90,101262,-1.36
8225,-1.84,0.04,9.99,7.17,-30.83,20.17,104.00,539.00,-109.00,34.90,101262,-1.36
8248,-2.45,0.22,9.51,7.50,-31.33,21.00,166.00,515.00,-101.00,34.90,101265,-1.63
8274,-1.40,1.84,9.38,6.83,-30.50,21.00,121.00,220.00,-21.00,34.90,101255,-0.73
8298,-1.49,1.05,10.30,6.83,-30.50,21.33,89.00,6.00,60.00,34.90,101259,-1.09
8321,-1.67,1.18,10.08,6.33,-30.50,21.00,-9.00,601.00,80.00,34.80,101249,-0.20
8344,-2.10,0.70,9.73,6.00,-30.67,21.33,18.00,542.00,100.00,34.80,101252,-0.47
8367,-2.02,2.24,9.42,5.67,-30.33,21.83,101.00,155.00,178.00,34.90,101259,-1.09
8390,-1.27,0.53,9.82,5.50,-30.17,21.17,294.00,-425.00,44.00,34.90,101262,-1.36
8417,-2.94,-1.84,9.20,6.00,-30.17,21.83,68.00,42.00,-8.00,34.90,101259,-1.09
8439,-2.54,0.66,9.34,5.33,-30.00,21.67,-131.00,391.00,109.00,34.80,101265,-1.63
8463,-3.02,1.93,9.34,5.00,-29.83,22.00,-125.00,324.00,115.00,34.90,101265,-1.63
8486,-2.37,1.62,9.82,5.17,-29.83,21.67,107.00,-137.00,-47.00,34.80,101249,-0.20
8509,-2.80,0.75,9.38,5.17,-30.33,21.67,130.00,-5.00,-91.00,34.90,101259,-1.09
8532,-2.76,1.14,9.16,4.83,-30.33,21.50,65.00,98.00,-13.00,34.90,101265,-1.63
8555,-2.67,1.18,8.98,5.17,-30.00,21.50,21.00,-12.00,0.00,34.90,101265,-1.63
8582,-2.80,0.39,9.03,5.33,-30.17,21.83,18.00,-559.00,-18.00,34.90,101262,-1.36
8605,-2.02,0.26,9.07,6.83,-29.67,21.67,104.00,-1289.00,123.00,34.90,101265,-1.63
8628,-1.05,1.23,9.86,7.67,-29.83,21.33,45.00,-1153.00,-33.00,34.90,101262,-1.36
8651,-1.05,0.44,10.04,8.00,-30.50,20.67,-62.00,-733.00,-132.00,34.90,101255,-0.73
8687,-1.62,1.14,9.69,8.67,-30.17,20.83,-383.00,-219.00,112.00,34.90,101262,-1.36
8713,-1.36,1.45,9.77,8.67,-31.33,20.50,-402.00,-337.00,185.00,34.90,101262,-1.36
8739,-0.75,0.66,10.26,9.50,-31.33,20.17,-104.00,-922.00,-71.00,34.90,101262,-1.36
8763,-0.57,0.39,9.60,9.83,-31.33,20.67,-35.00,-219.00,-78.00,34.90,101262,-1.36
8786,-0.66,0.48,9.91,9.83,-31.33,20.50,21.00,-3.00,-90.00,34.90,101255,-0.73
8809,-0.61,0.39,9.73,10.17,-31.17,20.17,49.00,77.00,-132.00,34.80,101255,-0.73
8833,-1.18,0.13,9.55,9.67,-31.17,19.83,33.00,130.00,-153.00,34.90,101265,-1.63
8855,-1.10,0.48,9.91,9.83,-31.17,19.83,6.00,33.00,-52.00,34.90,101249,-0.20
8882,-0.48,0.00,9.91,9.83,-31.00,20.17,28.00,28.00,-48.00,34.90,101255,-0.73
8905,-0.70,0.13,9.64,9.67,-31.00,20.33,-15.00,217.00,29.00,34.90,101252,-0.47
8928,-0.88,1.75,10.26,9.17,-31.17,19.83,21.00,-90.00,-5.00,34.80,101259,-1.09
8951,-0.75,0.70,9.73,9.67,-31.00,20.00,20.00,-20.00,-6.00,34.90,101259,-1.09
8974,-0.79,0.31,9.69,9.67,-31.17,20.33,0.00,1.00,2.00,34.90,101265,-1.63
8996,-1.27,0.39,9.86,9.67,-31.33,20.17,14.00,69.00,-3.00,34.90,101262,-1.36
9020,-1.05,0.39,9.77,9.67,-31.17,19.83,20.00,-52.00,6.00,34.90,101259,-1.09
9077,-1.01,0.44,9.73,9.83,-30.83,20.67,21.00,-30.00,2.00,34.90,101262,-1.36
9101,-1.01,0.35,9.82,9.50,-30.83,19.83,20.00,-31.00,2.00,34.90,101249,-0.20
9123,-1.05,0.44,9.73,9.50,-31.17,20.00,22.00,-33.00,2.00,34.80,101242,0.43
9147,-0.96,0.39,9.82,9.50,-31.17,19.83,21.00,-33.00,3.00,34.80,101249,-0.20
9169,-1.05,0.44,9.73,9.67,-31.17,19.67,20.00,-33.00,3.00,34.90,101259,-1.09
9192,-1.01,0.44,9.82,9.33,-31.33,19.83,21.00,-32.00,3.00,34.80,101249,-0.20
9216,-1.01,0.44,9.69,9.33,-31.50,20.17,22.00,-33.00,4.00,34.90,101255,-0.73
9242,-0.96,0.48,9.73,9.50,-31.33,20.33,21.00,-33.00,3.00,34.80,101246,0.07
9266,-1.01,0.44,9.73,9.83,-31.33,20.17,21.00,-32.00,3.00,34.90,101252,-0.47
9288,-0.96,0.39,9.91,9.67,-31.50,20.00,22.00,-34.00,4.00,34.90,101262,-1.36
9311,-0.92,0.44,9.82,9.67,-31.17,19.67,21.00,-32.00,3.00,34.80,101246,0.07
9334,-0.96,0.44,9.73,9.33,-30.83,20.17,22.00,-33.00,2.00,34.90,101268,-1.90
9357,-0.96,0.44,9.86,9.67,-31.00,19.83,22.00,-32.00,3.00,34.80,101242,0.43
9383,-0.96,0.39,9.82,9.67,-31.17,20.33,21.00,-34.00,3.00,34.80,101252,-0.47
9407,-0.96,0.44,9.73,9.83,-30.67,20.17,20.00,-32.00,3.00,34.80,101249,-0.20
9430,-0.92,0.44,9.82,9.67,-31.17,20.00,21.00,-32.00,2.00,34.80,101246,0.07
9452,-0.96,0.44,9.73,9.50,-31.17,19.50,22.00,-33.00,2.00,34.90,101259,-1.09
9476,-0.96,0.44,9.86,9.50,-31.00,20.00,21.00,-32.00,3.00,34.80,101246,0.07
9498,-0.92,0.48,9.82,9.50,-31.00,20.33,20.00,-33.00,4.00,34.80,101246,0.07
9521,-1.01,0.39,9.82,9.50,-31.00,20.00,21.00,-33.00,3.00,34.90,101265,-1.63
9547,-1.01,0.44,9.77,10.00,-31.33,20.00,21.00,-32.00,3.00,34.90,101262,-1.36
9571,-1.01,0.48,9.73,9.33,-31.33,19.33,22.00,-34.00,3.00,34.80,101259,-1.09
9593,-0.92,0.35,9.82,9.83,-30.83,20.00,22.00,-32.00,4.00,34.90,101252,-0.47
9617,-1.01,0.39,9.77,9.67,-30.83,20.17,22.00,-32.00,3.00,34.80,101259,-1.09
9639,-1.01,0.44,9.77,9.67,-31.33,20.00,21.00,-33.00,4.00,34.90,101255,-0.73
9663,-0.96,0.35,9.86,10.17,-31.17,20.50,21.00,-33.00,3.00,34.80,101259,-1.09
9686,-0.96,0.44,9.77,9.83,-30.83,20.50,22.00,-32.00,4.00,34.90,101268,-1.90
9712,-1.01,0.39,9.69,9.67,-31.17,20.83,21.00,-32.00,2.00,34.80,101259,-1.09
9735,-0.96,0.44,9.82,9.83,-31.17,20.33,21.00,-31.00,3.00,34.80,101259,-1.09
9758,-0.92,0.39,9.77,10.33,-31.17,20.17,23.00,-33.00,3.00,34.80,101255,-0.73
9781,-0.96,0.35,9.77,9.67,-31.17,20.17,22.00,-32.00,3.00,34.80,101255,-0.73
9804,-0.96,0.44,9.82,9.17,-31.17,20.33,21.00,-32.00,3.00,34.80,101262,-1.36
9827,-0.96,0.44,9.82,9.33,-31.33,20.33,21.00,-33.00,2.00,34.90,101265,-1.63
9853,-1.01,0.44,9.86,9.67,-31.67,20.17,22.00,-33.00,4.00,34.90,101265,-1.63
9877,-0.96,0.39,9.95,9.83,-30.83,20.50,21.00,-33.00,3.00,34.80,101249,-0.20
f,ax,ay,az,mx,my,mz,gx,gy,gz,t,p,h
246,-1.01,0.44,9.82,10.00,-30.83,20.50,21.00,-31.00,4.00,35.10,101282,0.00
269,-0.96,0.48,9.86,10.00,-31.17,20.00,21.00,-31.00,3.00,35.10,101263,0.00
291,-0.96,0.39,9.86,10.00,-30.83,20.17,21.00,-33.00,3.00,35.10,101250,0.00
323,-0.96,0.39,9.77,10.00,-31.00,20.50,21.00,-33.00,3.00,35.10,101253,0.00
346,-1.01,0.39,9.82,9.83,-31.00,20.50,20.00,-32.00,4.00,35.10,101272,-0.72
369,-1.01,0.48,9.77,9.50,-30.83,20.83,22.00,-33.00,2.00,35.10,101246,1.61
392,-1.01,0.53,9.82,9.83,-31.00,20.17,22.00,-33.00,3.00,35.10,101259,0.45
414,-1.10,0.53,9.77,9.67,-31.00,20.50,22.00,-31.00,2.00,35.10,101269,-0.45
438,-1.05,0.48,9.77,9.83,-31.17,20.67,21.00,-33.00,3.00,35.10,101253,0.99
460,-0.96,0.48,9.69,9.67,-31.00,20.83,21.00,-31.00,3.00,35.10,101259,0.45
488,-0.92,0.35,9.86,9.83,-30.83,20.00,22.00,-32.00,3.00,35.10,101272,-0.72
510,-1.01,0.35,9.73,10.00,-31.33,20.33,21.00,-31.00,2.00,35.20,101259,0.45
533,-1.01,0.39,9.86,10.00,-30.83,20.50,22.00,-32.00,3.00,35.10,101253,0.99
557,-1.05,0.44,9.73,9.67,-30.83,20.17,21.00,-30.00,3.00,35.10,101272,-0.72
579,-1.01,0.44,9.82,9.83,-31.33,20.50,21.00,-32.00,4.00,35.10,101259,0.45
602,-1.05,0.44,9.82,9.50,-31.17,20.00,21.00,-31.00,3.00,35.10,101256,0.72
625,-0.96,0.39,9.82,9.67,-31.33,20.50,21.00,-32.00,3.00,35.10,101256,0.72
677,-1.01,0.39,9.73,9.50,-31.33,20.50,22.00,-33.00,3.00,35.10,101259,0.45
700,-1.01,0.39,9.82,10.00,-30.67,20.50,22.00,-32.00,3.00,35.10,101263,0.09
723,-0.96,0.35,9.77,9.83,-31.17,20.33,22.00,-32.00,3.00,35.10,101266,-0.18
746,-0.92,0.39,9.69,9.67,-31.00,20.50,21.00,-32.00,3.00,35.20,101279,-1.34
769,-1.01,0.39,9.82,9.83,-31.33,20.50,22.00,-32.00,2.00,35.10,101259,0.45
792,-0.96,0.48,9.73,9.50,-31.50,20.50,21.00,-31.00,3.00,35.10,101276,-1.07
819,-1.01,0.44,9.77,10.00,-31.00,20.50,19.00,-29.00,3.00,35.10,101263,0.09
841,-1.01,0.53,9.91,9.83,-31.33,20.17,21.00,-34.00,4.00,35.10,101266,-0.18
864,-1.01,0.44,9.82,9.67,-31.67,20.50,21.00,-32.00,4.00,35.20,101276,-1.08
887,-1.01,0.39,9.91,9.67,-31.33,20.67,22.00,-33.00,3.00,35.20,101276,-1.08
910,-0.96,0.39,9.77,9.50,-30.83,19.83,23.00,-33.00,3.00,35.20,101269,-0.45
933,-0.92,0.39,9.77,9.50,-30.50,20.00,22.00,-33.00,3.00,35.20,101253,0.99
956,-1.01,0.44,9.77,9.83,-30.50,20.33,21.00,-31.00,2.00,35.20,101272,-0.72
983,-1.01,0.48,9.73,9.83,-31.33,20.17,22.00,-32.00,2.00,35.10,101272,-0.72
1005,-0.92,0.48,9.77,9.83,-31.17,20.33,22.00,-32.00,2.00,35.10,101253,0.99
1029,-0.92,0.39,9.77,9.83,-30.83,20.33,22.00,-33.00,2.00,35.10,101276,-1.07
1051,-0.96,0.39,9.86,9.83,-31.00,20.67,22.00,-32.00,3.00,35.20,101276,-1.08
1075,-0.88,0.35,9.86,9.67,-31.00,20.17,22.00,-34.00,3.00,35.10,101272,-0.72
1097,-0.88,0.39,9.86,10.00,-31.50,20.50,21.00,-33.00,2.00,35.20,101269,-0.45
1120,-0.96,0.44,9.91,10.00,-31.00,20.50,20.00,-32.00,3.00,35.10,101279,-1.34
1146,-1.10,0.53,9.77,10.00,-31.00,20.33,21.00,-31.00,3.00,35.10,101253,0.99
1170,-0.96,0.48,9.86,10.00,-31.17,20.17,22.00,-31.00,3.00,35.10,101256,0.72
1192,-0.96,0.48,9.86,10.17,-31.17,20.17,22.00,-33.00,4.00,35.20,101272,-0.72
1216,-1.01,0.44,9.86,9.83,-31.33,20.67,22.00,-33.00,3.00,35.20,101285,-1.88
1239,-0.92,0.35,9.82,10.17,-31.00,20.67,22.00,-32.00,3.00,35.20,101256,0.72
1262,-0.96,0.39,9.86,9.83,-31.17,20.33,23.00,-33.00,2.00,35.20,101279,-1.34
1289,-1.01,0.48,9.73,10.00,-31.00,20.83,21.00,-33.00,3.00,35.10,101256,0.72
1311,-1.01,0.48,9.86,10.17,-31.00,19.67,21.00,-32.00,2.00,35.10,101259,0.45
1334,-0.96,0.44,9.73,9.67,-30.67,20.00,22.00,-32.00,3.00,35.10,101279,-1.34
1357,-0.96,0.39,9.86,9.33,-31.00,20.17,22.00,-32.00,4.00,35.10,101266,-0.18
1380,-0.92,0.39,9.82,9.67,-31.33,20.50,22.00,-32.00,3.00,35.20,101263,0.09
1403,-0.92,0.35,9.82,9.67,-31.33,20.67,22.00,-32.00,3.00,35.20,101263,0.09
1426,-1.01,0.39,9.73,9.67,-31.17,20.50,22.00,-33.00,3.00,35.20,101263,0.09
1465,-1.10,0.48,9.77,10.17,-31.33,20.67,23.00,-33.00,4.00,35.10,101266,-0.18
1490,-1.01,0.35,9.77,9.83,-31.17,20.50,21.00,-34.00,3.00,35.10,101276,-1.07
1514,-0.92,0.35,9.82,9.83,-31.33,20.17,21.00,-32.00,2.00,35.10,101269,-0.45
1537,-0.96,0.31,9.77,10.00,-31.00,20.67,22.00,-33.00,2.00,35.10,101279,-1.34
1559,-0.96,0.39,9.82,10.00,-31.33,20.67,21.00,-32.00,3.00,35.10,101272,-0.72
1583,-1.01,0.48,9.77,10.00,-30.67,20.83,23.00,-32.00,3.00,35.20,101256,0.72
1605,-0.96,0.48,9.82,10.17,-31.33,20.33,21.00,-33.00,2.00,35.10,101279,-1.34
1632,-0.96,0.44,9.73,9.83,-31.17,20.50,22.00,-33.00,3.00,35.10,101272,-0.72
1655,-0.92,0.35,9.77,9.67,-30.83,20.50,22.00,-32.00,4.00,35.20,101269,-0.45
1678,-0.92,0.35,9.77,10.17,-31.67,20.33,20.00,-32.00,2.00,35.10,101279,-1.34
1701,-0.96,0.39,9.82,10.00,-31.00,21.17,22.00,-33.00,2.00,35.10,101263,0.09
1724,-0.92,0.44,9.82,9.50,-31.33,20.83,21.00,-33.00,2.00,35.10,101256,0.72
1747,-0.96,0.44,9.77,10.00,-31.00,20.00,22.00,-32.00,3.00,35.10,101276,-1.07
1774,-0.96,0.44,9.91,9.83,-31.00,20.33,21.00,-32.00,4.00,35.20,101269,-0.45
1797,-0.96,0.48,9.86,9.67,-31.00,20.17,22.00,-31.00,4.00,35.20,101272,-0.72
1819,-0.92,0.39,9.82,9.67,-31.00,20.50,22.00,-33.00,3.00,35.10,101279,-1.34
1843,-0.92,0.44,9.91,9.83,-31.33,20.17,21.00,-32.00,3.00,35.10,101269,-0.45
1865,-1.01,0.44,9.86,9.67,-31.17,21.00,21.00,-33.00,2.00,35.20,101269,-0.45
1889,-0.92,0.48,9.86,9.83,-31.33,20.83,21.00,-33.00,2.00,35.10,101272,-0.72
1911,-0.96,0.48,9.77,10.17,-31.17,20.83,21.00,-32.00,3.00,35.20,101266,-0.18
1954,-1.01,0.48,9.82,9.67,-31.00,20.17,21.00,-32.00,4.00,35.20,101276,-1.08
1977,-0.92,0.44,9.77,10.00,-31.17,20.67,21.00,-33.00,2.00,35.10,101276,-1.07
1999,-0.88,0.44,9.86,9.67,-30.67,20.67,22.00,-33.00,3.00,35.10,101259,0.45
2023,-0.96,0.44,9.86,9.83,-31.00,20.17,22.00,-31.00,3.00,35.10,101276,-1.07
2045,-0.96,0.48,9.86,9.33,-31.50,20.50,22.00,-32.00,3.00,35.10,101282,-1.61
2069,-1.01,0.44,9.86,10.00,-30.83,20.67,21.00,-33.00,4.00,35.10,101269,-0.45
2092,-0.96,0.53,9.77,9.83,-31.33,20.50,21.00,-33.00,3.00,35.10,101263,0.09
2118,-1.01,0.39,9.82,10.17,-31.00,20.17,21.00,-31.00,3.00,35.10,101256,0.72
2142,-1.01,0.39,9.86,10.00,-31.00,19.83,22.00,-31.00,2.00,35.10,101259,0.45
2164,-0.92,0.35,9.64,10.00,-31.17,20.17,21.00,-32.00,4.00,35.20,101269,-0.45
2187,-0.96,0.39,9.86,10.33,-30.83,20.33,21.00,-32.00,4.00,35.10,101253,0.99
2210,-0.96,0.44,9.86,9.83,-31.50,20.33,22.00,-32.00,2.00,35.20,101259,0.45
2233,-1.01,0.44,9.82,9.67,-31.17,20.67,22.00,-32.00,3.00,35.10,101272,-0.72
2259,-1.05,0.53,9.77,10.00,-30.67,20.33,22.00,-31.00,3.00,35.20,101276,-1.08
2283,-1.10,0.48,9.73,9.83,-31.33,20.33,22.00,-33.00,3.00,35.20,101282,-1.61
2306,-1.01,0.44,9.86,9.83,-31.17,20.50,26.00,-35.00,3.00,35.20,101256,0.72
2329,-0.88,0.39,10.04,9.83,-31.00,20.50,20.00,-31.00,3.00,35.20,101266,-0.18
2352,-0.96,0.39,9.69,9.50,-31.17,20.67,24.00,-35.00,3.00,35.20,101256,0.72
2374,-1.05,0.35,9.64,10.00,-30.83,20.83,20.00,-35.00,3.00,35.10,101269,-0.45
2398,-1.01,0.44,9.69,9.50,-31.50,20.33,23.00,-32.00,3.00,35.10,101259,0.45
2424,-1.01,0.35,9.60,9.83,-31.33,19.83,21.00,-31.00,3.00,35.10,101266,-0.18
2447,-1.01,0.48,10.04,9.83,-30.83,20.50,21.00,-31.00,2.00,35.10,101250,1.25
2470,-1.01,0.39,9.73,10.00,-31.17,20.17,23.00,-35.00,3.00,35.10,101279,-1.34
2493,-0.96,0.44,9.64,9.83,-31.00,20.17,22.00,-31.00,3.00,35.20,101272,-0.72
2516,-0.96,0.44,9.99,9.83,-31.33,20.67,23.00,-34.00,4.00,35.20,101266,-0.18
2539,-1.05,0.35,9.73,10.00,-31.17,20.17,21.00,-30.00,2.00,35.10,101266,-0.18
2562,-0.92,0.39,10.04,9.50,-31.17,20.17,22.00,-34.00,3.00,35.10,101263,0.09
2588,-0.92,0.44,9.77,9.83,-31.00,20.50,22.00,-34.00,3.00,35.20,101253,0.99
2612,-0.92,0.44,9.73,9.67,-30.83,20.50,22.00,-33.00,3.00,35.10,101276,-1.07
2634,-1.01,0.44,9.86,9.50,-31.33,20.33,22.00,-34.00,3.00,35.20,101272,-0.72
2670,-1.05,0.48,9.77,9.83,-31.50,20.50,23.00,-32.00,4.00,35.20,101256,0.72
2696,-1.01,0.44,9.95,9.50,-31.17,20.83,22.00,-32.00,3.00,35.10,101285,-1.88
2718,-0.92,0.39,9.73,9.83,-31.50,20.33,21.00,-32.00,3.00,35.10,101272,-0.72
2745,-0.92,0.39,9.91,10.17,-31.00,20.83,22.00,-32.00,3.00,35.10,101272,-0.72
2768,-0.92,0.44,9.73,10.00,-30.83,20.00,22.00,-32.00,3.00,35.10,101263,0.09
2791,-0.92,0.44,9.91,9.67,-30.67,21.00,20.00,-32.00,3.00,35.10,101259,0.45
2813,-1.05,0.53,9.73,10.33,-31.17,20.17,22.00,-31.00,2.00,35.10,101263,0.09
2837,-1.01,0.48,9.82,9.50,-31.00,20.33,22.00,-34.00,3.00,35.10,101266,-0.18
2860,-0.96,0.39,9.86,9.83,-31.67,20.17,21.00,-31.00,2.00,35.20,101279,-1.34
2883,-0.96,0.44,9.77,9.83,-31.17,20.33,21.00,-32.00,3.00,35.20,101272,-0.72
2910,-0.96,0.35,9.82,9.67,-31.00,20.33,21.00,-31.00,3.00,35.10,101269,-0.45
2932,-0.96,0.44,9.86,9.83,-31.00,20.17,22.00,-32.00,3.00,35.10,101269,-0.45
2955,-0.83,0.44,9.86,10.00,-31.33,20.33,22.00,-31.00,3.00,35.10,101269,-0.45
2978,-1.01,0.48,9.64,10.00,-31.00,20.67,21.00,-32.00,3.00,35.10,101276,-1.07
3001,-1.01,0.53,9.77,9.67,-31.33,20.50,22.00,-32.00,2.00,35.20,101272,-0.72
3024,-1.01,0.48,9.77,9.83,-31.17,20.33,22.00,-32.00,3.00,35.10,101269,-0.45
3051,-1.01,0.44,9.91,9.67,-31.00,20.17,23.00,-32.00,3.00,35.10,101276,-1.07
3074,-1.01,0.39,9.86,9.67,-31.00,20.50,21.00,-34.00,3.00,35.10,101272,-0.72
